# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83003	83428	-					rplM		HELPY_RS00435	426		old_locus_tag=HELPY_0081
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83003	83428	-	WP_000167675.1	WP_000167675.1		50S ribosomal protein L13	rplM		HELPY_RS00435	426	141	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83738	83926	-							HELPY_RS00440	189		old_locus_tag=HELPY_0082
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83738	83926	-	WP_001178786.1	WP_001178786.1		DUF5408 family protein			HELPY_RS00440	189	62	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83932	85284	-							HELPY_RS00445	1353		old_locus_tag=HELPY_0083
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	83932	85284	-	WP_000061414.1	WP_000061414.1		FAD-dependent oxidoreductase			HELPY_RS00445	1353	450	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	85338	86711	-							HELPY_RS00450	1374		old_locus_tag=HELPY_0084
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	85338	86711	-	WP_001268609.1	WP_001268609.1		SH3 domain-containing C40 family peptidase			HELPY_RS00450	1374	457	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	86732	88771	-					rpoD		HELPY_RS00455	2040		old_locus_tag=HELPY_0085
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	86732	88771	-	WP_000725845.1	WP_000725845.1		RNA polymerase sigma factor RpoD	rpoD		HELPY_RS00455	2040	679	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	89051	89746	-					mtnN		HELPY_RS00460	696		old_locus_tag=HELPY_0086
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	89051	89746	-	WP_000250186.1	WP_000250186.1		aminodeoxyfutalosine nucleosidase	mtnN		HELPY_RS00460	696	231	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	89757	90686	-					fabD		HELPY_RS00465	930		old_locus_tag=HELPY_0087
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	89757	90686	-	WP_001199003.1	WP_001199003.1		ACP S-malonyltransferase	fabD		HELPY_RS00465	930	309	
gene	tRNA	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	90816	90907	+							HELPY_RS00470	92		old_locus_tag=HELPY_tRNA1
tRNA		GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	90816	90907	+				tRNA-Ser			HELPY_RS00470	92		anticodon=GCT
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	91112	91944	+							HELPY_RS00475	833		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	91112	91944	+				type II restriction endonuclease			HELPY_RS00475	833		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	91938	92771	+							HELPY_RS00480	834		old_locus_tag=HELPY_0090
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	91938	92771	+	WP_000233874.1	WP_000233874.1		site-specific DNA-methyltransferase			HELPY_RS00480	834	277	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	92792	93448	-							HELPY_RS07840	657		old_locus_tag=HELPY_0091
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	92792	93448	-	WP_231844042.1	WP_231844042.1		alpha-1,2-fucosyltransferase			HELPY_RS07840	657	218	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	93794	94324	-							HELPY_RS00495	531		old_locus_tag=HELPY_0092
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	93794	94324	-	WP_001125831.1	WP_001125831.1		hypothetical protein			HELPY_RS00495	531	176	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	94397	95341	+							HELPY_RS00500	945		old_locus_tag=HELPY_0093
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	94397	95341	+	WP_000846800.1	WP_000846800.1		D-2-hydroxyacid dehydrogenase			HELPY_RS00500	945	314	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	95555	96268	-							HELPY_RS00505	714		old_locus_tag=HELPY_0094
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	95555	96268	-	WP_000725086.1	WP_000725086.1		hypothetical protein			HELPY_RS00505	714	237	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	96373	97827	-					thrC		HELPY_RS00510	1455		old_locus_tag=HELPY_0095
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	96373	97827	-	WP_001117335.1	WP_001117335.1		threonine synthase	thrC		HELPY_RS00510	1455	484	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	98030	100057	+					tlpA		HELPY_RS00515	2028		old_locus_tag=HELPY_0097
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	98030	100057	+	WP_000033590.1	WP_000033590.1		methyl-accepting chemotaxis protein TlpA	tlpA		HELPY_RS00515	2028	675	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	100057	101163	+							HELPY_RS00520	1107		old_locus_tag=HELPY_0098
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	100057	101163	+	WP_000905164.1	WP_000905164.1		epoxyqueuosine reductase QueH			HELPY_RS00520	1107	368	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	101376	102137	+							HELPY_RS00525	762		old_locus_tag=HELPY_0099
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	101376	102137	+	WP_000853683.1	WP_000853683.1		outer membrane beta-barrel protein			HELPY_RS00525	762	253	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	102134	102901	-							HELPY_RS00530	768		old_locus_tag=HELPY_0100
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	102134	102901	-	WP_012777820.1	WP_012777820.1		glycosyltransferase			HELPY_RS00530	768	255	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	102933	104630	-					tlpB		HELPY_RS00535	1698		old_locus_tag=HELPY_0101
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	102933	104630	-	WP_000970878.1	WP_000970878.1		methyl-accepting chemotaxis protein TlpB	tlpB		HELPY_RS00535	1698	565	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	104833	106578	-							HELPY_RS00540	1746		old_locus_tag=HELPY_0102
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	104833	106578	-	WP_001228583.1	WP_001228583.1		5'-nucleotidase C-terminal domain-containing protein			HELPY_RS00540	1746	581	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	106722	107180	-							HELPY_RS00545	459		old_locus_tag=HELPY_0104
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	106722	107180	-	WP_000783550.1	WP_000783550.1		S-ribosylhomocysteine lyase			HELPY_RS00545	459	152	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	107218	108360	-							HELPY_RS00550	1143		old_locus_tag=HELPY_0105
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	107218	108360	-	WP_001242889.1	WP_001242889.1		cystathionine gamma-synthase			HELPY_RS00550	1143	380	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	108385	109302	-							HELPY_RS00555	918		old_locus_tag=HELPY_0106
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	108385	109302	-	WP_000603977.1	WP_000603977.1		O-acetylserine-dependent cystathionine beta-synthase			HELPY_RS00555	918	305	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	109421	110001	+							HELPY_RS07845	581		pseudo;old_locus_tag=HELPY_0107
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	109421	110001	+				hypothetical protein			HELPY_RS07845	581		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	110242	112104	-					dnaK		HELPY_RS00565	1863		old_locus_tag=HELPY_0109
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	110242	112104	-	WP_000520977.1	WP_000520977.1		molecular chaperone DnaK	dnaK		HELPY_RS00565	1863	620	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	112135	112710	-					grpE		HELPY_RS00570	576		old_locus_tag=HELPY_0110
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	112135	112710	-	WP_000650865.1	WP_000650865.1		nucleotide exchange factor GrpE	grpE		HELPY_RS00570	576	191	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	112710	113540	-							HELPY_RS00575	831		old_locus_tag=HELPY_0111
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	112710	113540	-	WP_000233957.1	WP_000233957.1		HrcA family transcriptional regulator			HELPY_RS00575	831	276	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	113761	114390	+							HELPY_RS00580	630		old_locus_tag=HELPY_0112
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	113761	114390	+	WP_173043425.1	WP_173043425.1		class II aldolase and adducin N-terminal domain-containing protein			HELPY_RS00580	630	209	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	114411	114707	+							HELPY_RS00585	297		old_locus_tag=HELPY_0113
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	114411	114707	+	WP_000154806.1	WP_000154806.1		hypothetical protein			HELPY_RS00585	297	98	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	114717	116600	-							HELPY_RS00590	1884		old_locus_tag=HELPY_0114
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	114717	116600	-	WP_000356212.1	WP_000356212.1		motility associated factor glycosyltransferase family protein			HELPY_RS00590	1884	627	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	116650	118194	-							HELPY_RS00595	1545		old_locus_tag=HELPY_0115
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	116650	118194	-	WP_000010011.1	WP_000010011.1		flagellin B			HELPY_RS00595	1545	514	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	118360	120570	+					topA		HELPY_RS00600	2211		old_locus_tag=HELPY_0116
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	118360	120570	+	WP_000681409.1	WP_000681409.1		type I DNA topoisomerase	topA		HELPY_RS00600	2211	736	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	120563	121489	+							HELPY_RS00605	927		old_locus_tag=HELPY_0117
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	120563	121489	+	WP_001040773.1	WP_001040773.1		radical SAM protein			HELPY_RS00605	927	308	
gene	pseudogene	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	121629	122825	-							HELPY_RS00610	1197		pseudo
CDS	without_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	121629	122825	-				DUF874 family protein			HELPY_RS00610	1197		pseudo
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	122932	125364	-					ppsA		HELPY_RS00615	2433		old_locus_tag=HELPY_0120
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	122932	125364	-	WP_001269139.1	WP_001269139.1		pyruvate, water dikinase	ppsA		HELPY_RS00615	2433	810	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	125721	127559	+					thrS		HELPY_RS00625	1839		old_locus_tag=HELPY_0122
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	125721	127559	+	WP_001271745.1	WP_001271745.1		threonine--tRNA ligase	thrS		HELPY_RS00625	1839	612	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	127556	128167	+					infC		HELPY_RS00630	612		old_locus_tag=HELPY_0123
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	127556	128167	+	WP_000089184.1	WP_000089184.1		translation initiation factor IF-3	infC		HELPY_RS00630	612	203	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128148	128342	+					rpmI		HELPY_RS00635	195		old_locus_tag=HELPY_0124
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128148	128342	+	WP_001125542.1	WP_001125542.1		50S ribosomal protein L35	rpmI		HELPY_RS00635	195	64	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128436	128786	+					rplT		HELPY_RS00640	351		old_locus_tag=HELPY_0125
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128436	128786	+	WP_001264175.1	WP_001264175.1		50S ribosomal protein L20	rplT		HELPY_RS00640	351	116	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128986	129846	+							HELPY_RS00645	861		old_locus_tag=HELPY_0126
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	128986	129846	+	WP_000750182.1	WP_000750182.1		outer membrane protein			HELPY_RS00645	861	286	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	130196	130627	+							HELPY_RS00655	432		old_locus_tag=HELPY_0128
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	130196	130627	+	WP_000731712.1	WP_000731712.1		DUF1104 domain-containing protein			HELPY_RS00655	432	143	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	131040	131900	+							HELPY_RS00660	861		old_locus_tag=HELPY_0130
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	131040	131900	+	WP_000821514.1	WP_000821514.1		hypothetical protein			HELPY_RS00660	861	286	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	132534	133901	-							HELPY_RS00670	1368		old_locus_tag=HELPY_0132
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	132534	133901	-	WP_000146017.1	WP_000146017.1		L-serine ammonia-lyase			HELPY_RS00670	1368	455	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	133901	135142	-							HELPY_RS00675	1242		old_locus_tag=HELPY_0133
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	133901	135142	-	WP_000046402.1	WP_000046402.1		serine/threonine transporter			HELPY_RS00675	1242	413	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	135323	136672	+							HELPY_RS00680	1350		old_locus_tag=HELPY_0134
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	135323	136672	+	WP_000072748.1	WP_000072748.1		3-deoxy-7-phosphoheptulonate synthase class II			HELPY_RS00680	1350	449	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	137327	137785	-					bcp		HELPY_RS00690	459		old_locus_tag=HELPY_0137
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	137327	137785	-	WP_000412960.1	WP_000412960.1		thioredoxin-dependent thiol peroxidase	bcp		HELPY_RS00690	459	152	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	137795	138430	-							HELPY_RS00695	636		old_locus_tag=HELPY_0138
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	137795	138430	-	WP_000032066.1	WP_000032066.1		lactate utilization protein C			HELPY_RS00695	636	211	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	138423	139868	-							HELPY_RS00700	1446		old_locus_tag=HELPY_0139
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	138423	139868	-	WP_000417263.1	WP_000417263.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			HELPY_RS00700	1446	481	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	139897	140625	-							HELPY_RS00705	729		old_locus_tag=HELPY_0140
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	139897	140625	-	WP_000867266.1	WP_000867266.1		(Fe-S)-binding protein			HELPY_RS00705	729	242	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	140850	142499	+							HELPY_RS00710	1650		old_locus_tag=HELPY_0142
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	140850	142499	+	WP_000398088.1	WP_000398088.1		L-lactate permease			HELPY_RS00710	1650	549	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	142549	144204	+							HELPY_RS00715	1656		old_locus_tag=HELPY_0143
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	142549	144204	+	WP_001288538.1	WP_001288538.1		L-lactate permease			HELPY_RS00715	1656	551	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	144228	145214	-							HELPY_RS00720	987		old_locus_tag=HELPY_0144
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	144228	145214	-	WP_079996153.1	WP_079996153.1		adenine-specific DNA glycosylase			HELPY_RS00720	987	328	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	145215	146663	-							HELPY_RS00725	1449		old_locus_tag=HELPY_0145
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	145215	146663	-	WP_000595573.1	WP_000595573.1		DASS family sodium-coupled anion symporter			HELPY_RS00725	1449	482	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	146833	148299	+					ccoN		HELPY_RS00730	1467		old_locus_tag=HELPY_0147
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	146833	148299	+	WP_001157604.1	WP_001157604.1		cytochrome-c oxidase, cbb3-type subunit I	ccoN		HELPY_RS00730	1467	488	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	148312	149010	+					ccoO		HELPY_RS00735	699		old_locus_tag=HELPY_0149
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	148312	149010	+	WP_000490775.1	WP_000490775.1		cytochrome-c oxidase, cbb3-type subunit II	ccoO		HELPY_RS00735	699	232	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	149021	149239	+							HELPY_RS00740	219		old_locus_tag=HELPY_0150
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	149021	149239	+	WP_001897523.1	WP_001897523.1		cytochrome c oxidase, cbb3-type, CcoQ subunit			HELPY_RS00740	219	72	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	149241	150119	+					ccoP		HELPY_RS00745	879		old_locus_tag=HELPY_0151
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	149241	150119	+	WP_000346887.1	WP_000346887.1		cytochrome-c oxidase, cbb3-type subunit III	ccoP		HELPY_RS00745	879	292	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	150130	150336	+							HELPY_RS00750	207		old_locus_tag=HELPY_0152
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	150130	150336	+	WP_000670502.1	WP_000670502.1		DUF4006 family protein			HELPY_RS00750	207	68	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	150437	151021	+							HELPY_RS00755	585		old_locus_tag=HELPY_0153
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	150437	151021	+	WP_001222023.1	WP_001222023.1		hypothetical protein			HELPY_RS00755	585	194	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	151034	151615	+							HELPY_RS00760	582		old_locus_tag=HELPY_0154
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	151034	151615	+	WP_000660397.1	WP_000660397.1		hypothetical protein			HELPY_RS00760	582	193	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	151704	152471	+							HELPY_RS00765	768		old_locus_tag=HELPY_0155
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	151704	152471	+	WP_000506292.1	WP_000506292.1		hypothetical protein			HELPY_RS00765	768	255	
gene	protein_coding	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	152468	153331	-							HELPY_RS00770	864		old_locus_tag=HELPY_0156
CDS	with_protein	GCF_000091345.1	Primary Assembly	chromosome		NC_012973.1	152468	153331	-	WP_000626270.1	WP_000626270.1		menaquinone biosynthesis family protein			HELPY_RS00770	864	287	
